ini_id,legislatura,cap,cap_label,model_version
356774,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356773,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356772,L17,7,Ambiente,xlm-roberta-large-pooled-cap-v3
356771,L17,7,Ambiente,xlm-roberta-large-pooled-cap-v3
356770,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356769,L17,5,Trabalho e Emprego,xlm-roberta-large-pooled-cap-v3
356768,L17,16,Defesa,xlm-roberta-large-pooled-cap-v3
356767,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356766,L17,5,Trabalho e Emprego,xlm-roberta-large-pooled-cap-v3
356765,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356763,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356762,L17,16,Defesa,xlm-roberta-large-pooled-cap-v3
356760,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356758,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356757,L17,21,Território e Recursos naturais,xlm-roberta-large-pooled-cap-v3
356756,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356755,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356754,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356753,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356749,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356748,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356747,L17,4,Agricultura,xlm-roberta-large-pooled-cap-v3
356746,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356745,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356744,L17,4,Agricultura,xlm-roberta-large-pooled-cap-v3
356743,L17,21,Território e Recursos naturais,xlm-roberta-large-pooled-cap-v3
356741,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356740,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356739,L17,1,Macroeconomia,xlm-roberta-large-pooled-cap-v3
356738,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356737,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356736,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356734,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356733,L17,16,Defesa,xlm-roberta-large-pooled-cap-v3
356732,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356731,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356730,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356729,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356728,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356727,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356725,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356724,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356723,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356721,L17,4,Agricultura,xlm-roberta-large-pooled-cap-v3
356720,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356719,L17,21,Território e Recursos naturais,xlm-roberta-large-pooled-cap-v3
356718,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356717,L17,4,Agricultura,xlm-roberta-large-pooled-cap-v3
356716,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356715,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356713,L17,16,Defesa,xlm-roberta-large-pooled-cap-v3
356712,L17,7,Ambiente,xlm-roberta-large-pooled-cap-v3
356709,L17,4,Agricultura,xlm-roberta-large-pooled-cap-v3
356708,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356707,L17,4,Agricultura,xlm-roberta-large-pooled-cap-v3
356706,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356705,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356704,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356701,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356699,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356696,L17,17,Tecnologia,xlm-roberta-large-pooled-cap-v3
356695,L17,17,Tecnologia,xlm-roberta-large-pooled-cap-v3
356694,L17,2,Direitos civis e liberdades,xlm-roberta-large-pooled-cap-v3
356693,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356692,L17,4,Agricultura,xlm-roberta-large-pooled-cap-v3
356691,L17,17,Tecnologia,xlm-roberta-large-pooled-cap-v3
356690,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356689,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356688,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356687,L17,4,Agricultura,xlm-roberta-large-pooled-cap-v3
356686,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356685,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356684,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356683,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356682,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356681,L17,17,Tecnologia,xlm-roberta-large-pooled-cap-v3
356679,L17,4,Agricultura,xlm-roberta-large-pooled-cap-v3
356678,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356677,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356676,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356675,L17,5,Trabalho e Emprego,xlm-roberta-large-pooled-cap-v3
356674,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356672,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356671,L17,17,Tecnologia,xlm-roberta-large-pooled-cap-v3
356670,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356669,L17,17,Tecnologia,xlm-roberta-large-pooled-cap-v3
356667,L17,4,Agricultura,xlm-roberta-large-pooled-cap-v3
356666,L17,15,"Sistema bancário, assuntos financeiros e comércio interno",xlm-roberta-large-pooled-cap-v3
356663,L17,17,Tecnologia,xlm-roberta-large-pooled-cap-v3
356662,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356661,L17,16,Defesa,xlm-roberta-large-pooled-cap-v3
356660,L17,1,Macroeconomia,xlm-roberta-large-pooled-cap-v3
356659,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356656,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356655,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356653,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356652,L17,5,Trabalho e Emprego,xlm-roberta-large-pooled-cap-v3
356651,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356650,L17,17,Tecnologia,xlm-roberta-large-pooled-cap-v3
356648,L17,16,Defesa,xlm-roberta-large-pooled-cap-v3
356647,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356646,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356644,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356643,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356636,L17,16,Defesa,xlm-roberta-large-pooled-cap-v3
356632,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356631,L17,8,Energia,xlm-roberta-large-pooled-cap-v3
356628,L17,16,Defesa,xlm-roberta-large-pooled-cap-v3
356627,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356626,L17,14,Habitação,xlm-roberta-large-pooled-cap-v3
356625,L17,8,Energia,xlm-roberta-large-pooled-cap-v3
356624,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356618,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356617,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356613,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356612,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356610,L17,7,Ambiente,xlm-roberta-large-pooled-cap-v3
356609,L17,4,Agricultura,xlm-roberta-large-pooled-cap-v3
356606,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356605,L17,21,Território e Recursos naturais,xlm-roberta-large-pooled-cap-v3
356602,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356600,L17,16,Defesa,xlm-roberta-large-pooled-cap-v3
356598,L17,9,Imigração,xlm-roberta-large-pooled-cap-v3
356594,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356593,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356592,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356591,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356588,L17,2,Direitos civis e liberdades,xlm-roberta-large-pooled-cap-v3
356587,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356584,L17,16,Defesa,xlm-roberta-large-pooled-cap-v3
356582,L17,2,Direitos civis e liberdades,xlm-roberta-large-pooled-cap-v3
356581,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356580,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356578,L17,2,Direitos civis e liberdades,xlm-roberta-large-pooled-cap-v3
356576,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356575,L17,2,Direitos civis e liberdades,xlm-roberta-large-pooled-cap-v3
356574,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356572,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356571,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356570,L17,16,Defesa,xlm-roberta-large-pooled-cap-v3
356569,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356568,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356567,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356566,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356562,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356561,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356559,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356558,L17,2,Direitos civis e liberdades,xlm-roberta-large-pooled-cap-v3
356557,L17,23,"Cultura, desporto e lazer",xlm-roberta-large-pooled-cap-v3
356556,L17,1,Macroeconomia,xlm-roberta-large-pooled-cap-v3
356555,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356554,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356553,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356551,L17,14,Habitação,xlm-roberta-large-pooled-cap-v3
356549,L17,4,Agricultura,xlm-roberta-large-pooled-cap-v3
356547,L17,1,Macroeconomia,xlm-roberta-large-pooled-cap-v3
356545,L17,4,Agricultura,xlm-roberta-large-pooled-cap-v3
356542,L17,15,"Sistema bancário, assuntos financeiros e comércio interno",xlm-roberta-large-pooled-cap-v3
356541,L17,15,"Sistema bancário, assuntos financeiros e comércio interno",xlm-roberta-large-pooled-cap-v3
356540,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356538,L17,14,Habitação,xlm-roberta-large-pooled-cap-v3
356535,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356534,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356533,L17,1,Macroeconomia,xlm-roberta-large-pooled-cap-v3
356532,L17,21,Território e Recursos naturais,xlm-roberta-large-pooled-cap-v3
356530,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356529,L17,4,Agricultura,xlm-roberta-large-pooled-cap-v3
356527,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356526,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356525,L17,8,Energia,xlm-roberta-large-pooled-cap-v3
356524,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356523,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356520,L17,8,Energia,xlm-roberta-large-pooled-cap-v3
356522,L17,17,Tecnologia,xlm-roberta-large-pooled-cap-v3
356519,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356518,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356517,L17,4,Agricultura,xlm-roberta-large-pooled-cap-v3
356516,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356514,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356510,L17,15,"Sistema bancário, assuntos financeiros e comércio interno",xlm-roberta-large-pooled-cap-v3
356509,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356512,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356506,L17,4,Agricultura,xlm-roberta-large-pooled-cap-v3
356505,L17,17,Tecnologia,xlm-roberta-large-pooled-cap-v3
356504,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356503,L17,1,Macroeconomia,xlm-roberta-large-pooled-cap-v3
356501,L17,1,Macroeconomia,xlm-roberta-large-pooled-cap-v3
356500,L17,17,Tecnologia,xlm-roberta-large-pooled-cap-v3
356499,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356498,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356497,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356496,L17,1,Macroeconomia,xlm-roberta-large-pooled-cap-v3
356495,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356494,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356493,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356492,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356491,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356490,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356488,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356487,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356486,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356485,L17,8,Energia,xlm-roberta-large-pooled-cap-v3
356484,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356483,L17,1,Macroeconomia,xlm-roberta-large-pooled-cap-v3
356482,L17,23,"Cultura, desporto e lazer",xlm-roberta-large-pooled-cap-v3
356480,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356478,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356477,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356476,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356475,L17,2,Direitos civis e liberdades,xlm-roberta-large-pooled-cap-v3
356473,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356471,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356470,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356469,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356468,L17,5,Trabalho e Emprego,xlm-roberta-large-pooled-cap-v3
356467,L17,23,"Cultura, desporto e lazer",xlm-roberta-large-pooled-cap-v3
356466,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356464,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356463,L17,4,Agricultura,xlm-roberta-large-pooled-cap-v3
356462,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356461,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356460,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356459,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356458,L17,16,Defesa,xlm-roberta-large-pooled-cap-v3
356456,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356455,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356454,L17,1,Macroeconomia,xlm-roberta-large-pooled-cap-v3
356453,L17,8,Energia,xlm-roberta-large-pooled-cap-v3
356452,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356449,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356447,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356445,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356444,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356443,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356441,L17,21,Território e Recursos naturais,xlm-roberta-large-pooled-cap-v3
356439,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356438,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356437,L17,2,Direitos civis e liberdades,xlm-roberta-large-pooled-cap-v3
356436,L17,8,Energia,xlm-roberta-large-pooled-cap-v3
356435,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356434,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356433,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356432,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356431,L17,15,"Sistema bancário, assuntos financeiros e comércio interno",xlm-roberta-large-pooled-cap-v3
356430,L17,8,Energia,xlm-roberta-large-pooled-cap-v3
356429,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356428,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356427,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356426,L17,1,Macroeconomia,xlm-roberta-large-pooled-cap-v3
356425,L17,4,Agricultura,xlm-roberta-large-pooled-cap-v3
356424,L17,8,Energia,xlm-roberta-large-pooled-cap-v3
356423,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356422,L17,1,Macroeconomia,xlm-roberta-large-pooled-cap-v3
356421,L17,16,Defesa,xlm-roberta-large-pooled-cap-v3
356420,L17,7,Ambiente,xlm-roberta-large-pooled-cap-v3
356418,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356417,L17,5,Trabalho e Emprego,xlm-roberta-large-pooled-cap-v3
356416,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356413,L17,2,Direitos civis e liberdades,xlm-roberta-large-pooled-cap-v3
356411,L17,2,Direitos civis e liberdades,xlm-roberta-large-pooled-cap-v3
356410,L17,21,Território e Recursos naturais,xlm-roberta-large-pooled-cap-v3
356409,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356407,L17,8,Energia,xlm-roberta-large-pooled-cap-v3
356406,L17,8,Energia,xlm-roberta-large-pooled-cap-v3
356403,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356402,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356399,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356398,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356395,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356394,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356391,L17,7,Ambiente,xlm-roberta-large-pooled-cap-v3
356389,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356388,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356387,L17,1,Macroeconomia,xlm-roberta-large-pooled-cap-v3
356386,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356385,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356384,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356383,L17,17,Tecnologia,xlm-roberta-large-pooled-cap-v3
356382,L17,15,"Sistema bancário, assuntos financeiros e comércio interno",xlm-roberta-large-pooled-cap-v3
356381,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356379,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356378,L17,4,Agricultura,xlm-roberta-large-pooled-cap-v3
356377,L17,7,Ambiente,xlm-roberta-large-pooled-cap-v3
356376,L17,17,Tecnologia,xlm-roberta-large-pooled-cap-v3
356375,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356374,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356373,L17,16,Defesa,xlm-roberta-large-pooled-cap-v3
356372,L17,21,Território e Recursos naturais,xlm-roberta-large-pooled-cap-v3
356371,L17,15,"Sistema bancário, assuntos financeiros e comércio interno",xlm-roberta-large-pooled-cap-v3
356370,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356369,L17,1,Macroeconomia,xlm-roberta-large-pooled-cap-v3
356367,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356366,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356365,L17,14,Habitação,xlm-roberta-large-pooled-cap-v3
356361,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356360,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356359,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356358,L17,8,Energia,xlm-roberta-large-pooled-cap-v3
356357,L17,8,Energia,xlm-roberta-large-pooled-cap-v3
356355,L17,8,Energia,xlm-roberta-large-pooled-cap-v3
356354,L17,14,Habitação,xlm-roberta-large-pooled-cap-v3
356353,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356352,L17,1,Macroeconomia,xlm-roberta-large-pooled-cap-v3
356350,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356349,L17,15,"Sistema bancário, assuntos financeiros e comércio interno",xlm-roberta-large-pooled-cap-v3
356348,L17,5,Trabalho e Emprego,xlm-roberta-large-pooled-cap-v3
356347,L17,7,Ambiente,xlm-roberta-large-pooled-cap-v3
356346,L17,5,Trabalho e Emprego,xlm-roberta-large-pooled-cap-v3
356344,L17,4,Agricultura,xlm-roberta-large-pooled-cap-v3
356343,L17,5,Trabalho e Emprego,xlm-roberta-large-pooled-cap-v3
356342,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356341,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356340,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356339,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356334,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356333,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356330,L17,17,Tecnologia,xlm-roberta-large-pooled-cap-v3
356329,L17,21,Território e Recursos naturais,xlm-roberta-large-pooled-cap-v3
356328,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356325,L17,15,"Sistema bancário, assuntos financeiros e comércio interno",xlm-roberta-large-pooled-cap-v3
356323,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356322,L17,21,Território e Recursos naturais,xlm-roberta-large-pooled-cap-v3
356321,L17,15,"Sistema bancário, assuntos financeiros e comércio interno",xlm-roberta-large-pooled-cap-v3
356320,L17,16,Defesa,xlm-roberta-large-pooled-cap-v3
356319,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356318,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356317,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356316,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356315,L17,2,Direitos civis e liberdades,xlm-roberta-large-pooled-cap-v3
356313,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356312,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356311,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356309,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356308,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356307,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356306,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356305,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356304,L17,15,"Sistema bancário, assuntos financeiros e comércio interno",xlm-roberta-large-pooled-cap-v3
356303,L17,15,"Sistema bancário, assuntos financeiros e comércio interno",xlm-roberta-large-pooled-cap-v3
356302,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356301,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356300,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356299,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356298,L17,2,Direitos civis e liberdades,xlm-roberta-large-pooled-cap-v3
356297,L17,19,Relações externas,xlm-roberta-large-pooled-cap-v3
356296,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356295,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356294,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356293,L17,15,"Sistema bancário, assuntos financeiros e comércio interno",xlm-roberta-large-pooled-cap-v3
356290,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356289,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356286,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356284,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356281,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356279,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356277,L17,4,Agricultura,xlm-roberta-large-pooled-cap-v3
356276,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356275,L17,7,Ambiente,xlm-roberta-large-pooled-cap-v3
356273,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356269,L17,6,Educação,xlm-roberta-large-pooled-cap-v3
356267,L17,5,Trabalho e Emprego,xlm-roberta-large-pooled-cap-v3
356265,L17,23,"Cultura, desporto e lazer",xlm-roberta-large-pooled-cap-v3
356264,L17,5,Trabalho e Emprego,xlm-roberta-large-pooled-cap-v3
356263,L17,7,Ambiente,xlm-roberta-large-pooled-cap-v3
356262,L17,14,Habitação,xlm-roberta-large-pooled-cap-v3
356261,L17,5,Trabalho e Emprego,xlm-roberta-large-pooled-cap-v3
356259,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356258,L17,8,Energia,xlm-roberta-large-pooled-cap-v3
356256,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356255,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356254,L17,23,"Cultura, desporto e lazer",xlm-roberta-large-pooled-cap-v3
356253,L17,5,Trabalho e Emprego,xlm-roberta-large-pooled-cap-v3
356252,L17,14,Habitação,xlm-roberta-large-pooled-cap-v3
356250,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356247,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356245,L17,8,Energia,xlm-roberta-large-pooled-cap-v3
356244,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356243,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356242,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356240,L17,12,Justiça e Crime,xlm-roberta-large-pooled-cap-v3
356239,L17,8,Energia,xlm-roberta-large-pooled-cap-v3
356238,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356237,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356235,L17,7,Ambiente,xlm-roberta-large-pooled-cap-v3
356234,L17,14,Habitação,xlm-roberta-large-pooled-cap-v3
356232,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356231,L17,10,Transportes,xlm-roberta-large-pooled-cap-v3
356229,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356228,L17,20,Governo e Administração Pública,xlm-roberta-large-pooled-cap-v3
356226,L17,8,Energia,xlm-roberta-large-pooled-cap-v3
356225,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
356223,L17,3,Saúde,xlm-roberta-large-pooled-cap-v3
356222,L17,13,Segurança Social,xlm-roberta-large-pooled-cap-v3
